id;data_inversa;dia_semana;horario;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;ilesos;ignorados;feridos;veiculos;latitude;longitude
261534.0;2020-01-08;quarta-feira;15:50:00;101.0;288.4;CARIACICA;Falta de Atenção à Condução;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Sim;3;0;2;0;1;0;2;2;-20.27160351;-40.39091743
261463.0;2020-01-08;quarta-feira;08:30:00;262.0;1.5;CARIACICA;Desobediência às normas de trânsito pelo condutor;Colisão lateral;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Reta;Sim;3;0;2;0;0;1;2;2;-20.32955204;-40.35492602
261699.0;2020-01-09;quinta-feira;14:30:00;101.0;334;GUARAPARI;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;2;0;1;0;0;1;1;2;-20.6213791;-40.52011191
261721.0;2020-01-09;quinta-feira;16:05:00;101.0;146.2;LINHARES;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-19.36990998;-40.06560718
261726.0;2020-01-09;quinta-feira;17:20:00;101.0;267.3;SERRA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Não;2;0;1;0;1;0;1;2;-20.19930999;-40.26884609
261734.0;2020-01-09;quinta-feira;18:00:00;101.0;146.7;LINHARES;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Interseção de vias;Sim;2;0;1;0;1;0;1;2;-19.36990998;-40.06560718
261746.0;2020-01-09;quinta-feira;18:30:00;101.0;270;SERRA;Desobediência às normas de trânsito pelo pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;0;1;1;1;-20.22662056;-40.27075088
261779.0;2020-01-09;quinta-feira;22:20:00;101.0;67.9;SAO MATEUS;Desobediência às normas de trânsito pelo condutor;Colisão frontal;Com Vítimas Fatais;Plena Noite;Decrescente;Céu Claro;Simples;Curva;Sim;2;1;0;1;0;0;1;2;-18.72054021;-39.8658931
261789.0;2020-01-09;quinta-feira;22:30:00;101.0;421.7;CACHOEIRO DE ITAPEMIRIM;Falta de Atenção à Condução;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Curva;Não;1;0;0;1;0;0;1;1;-20.97396984;-41.11067322
273824.0;2020-01-09;quinta-feira;07:40:00;101.0;257;SERRA;Defeito Mecânico no Veículo;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Reta;Sim;2;0;1;1;0;0;2;1;-20.12455095;-40.30331881
261835.0;2020-01-10;sexta-feira;07:00:00;101.0;144.8;LINHARES;Falta de Atenção à Condução;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Reta;Sim;2;0;1;0;0;1;1;2;-19.35188295;-40.0636685
261905.0;2020-01-10;sexta-feira;14:30:00;101.0;254.3;SERRA;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Não Informado;Sim;2;0;1;0;0;1;1;2;-20.1100364;-40.32740141
261970.0;2020-01-10;sexta-feira;18:40:00;101.0;354.5;ANCHIETA;Defeito Mecânico no Veículo;Incêndio;Sem Vítimas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1;0;0;0;1;0;0;1;-20.68448741;-40.67131406
261852.0;2020-01-10;sexta-feira;08:00:00;101.0;269.9;SERRA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Múltipla;Reta;Sim;6;0;1;0;5;0;1;5;-20.21740496;-40.26990578
264791.0;2020-01-10;sexta-feira;07:35:00;262.0;47.1;MARECHAL FLORIANO;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Curva;Sim;2;0;0;2;0;0;2;2;-20.41130252;-40.67926543
261933.0;2020-01-10;sexta-feira;17:10:00;101.0;144.3;LINHARES;Desobediência às normas de trânsito pelo condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Sim;2;0;1;0;1;0;1;2;-19.35188295;-40.0636685
262146.0;2020-01-11;sábado;14:00:00;101.0;269.5;SERRA;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Interseção de vias;Sim;8;0;2;0;6;0;2;4;-20.21740496;-40.26990578
262147.0;2020-01-11;sábado;14:00:00;101.0;288;CARIACICA;Falta de Atenção à Condução;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;1;0;1;0;0;0;1;1;-20.27160351;-40.39091743
262372.0;2020-01-12;domingo;17:10:00;262.0;6.3;CARIACICA;Falta de Atenção do Pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Múltipla;Reta;Sim;3;0;3;0;0;0;3;1;-20.34007493;-40.39451305
262383.0;2020-01-12;domingo;17:20:00;101.0;232.8;FUNDAO;Falta de Atenção à Condução;Capotamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;1;0;0;1;0;0;1;1;-19.96051699;-40.4070282
262347.0;2020-01-12;domingo;15:15:00;101.0;267;SERRA;Desobediência às normas de trânsito pelo condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Sim;2;0;1;0;0;1;1;1;-20.19930999;-40.26884609
262415.0;2020-01-12;domingo;19:30:00;101.0;262.3;SERRA;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;1;0;1;0;0;0;1;1;-20.1572331;-40.27678329
262424.0;2020-01-12;domingo;17:00:00;262.0;29;DOMINGOS MARTINS;Falta de Atenção à Condução;Colisão com objeto estático;Sem Vítimas;Plena Noite;Decrescente;Nublado;Dupla;Curva;Não;1;0;0;0;1;0;0;1;-20.37585099;-40.56027297
262439.0;2020-01-12;domingo;19:30:00;101.0;287;CARIACICA;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-20.26493528;-40.38471702
262345.0;2020-01-12;domingo;15:10:00;101.0;436;MIMOSO DO SUL;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;4;0;0;1;3;0;1;1;-21.10797047;-41.25918478
262288.0;2020-01-12;domingo;07:00:00;101.0;322;GUARAPARI;Falta de Atenção à Condução;Colisão lateral;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Múltipla;Desvio Temporário;Não;2;0;0;0;1;1;0;2;-20.52834469;-40.48236575
262358.0;2020-01-12;domingo;16:00:00;262.0;58;MARECHAL FLORIANO;Condutor Dormindo;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Curva;Não;6;0;0;5;1;0;5;2;-20.42076276;-40.76927908
262389.0;2020-01-12;domingo;18:30:00;262.0;5.5;CARIACICA;Falta de Atenção do Pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Não Informado;Sim;2;0;1;0;1;0;1;1;-20.33707281;-40.38649924
